3_levels,5_levels,7_levels,consumption,temperature,hour_of_day,day_of_week,day_of_month,month_of_year
3,4,5,0.822,-3.4,20,2,26,1
2,3,4,0.768,-4.6,21,2,26,1
2,2,3,0.595,-5.8,22,2,26,1
1,2,2,0.397,-6.2,23,2,26,1
1,1,1,0.322,-6.4,24,2,26,1
1,1,1,0.33,-6.1,1,3,27,1
1,1,1,0.315,-4.3,2,3,27,1
1,1,1,0.313,-4.4,3,3,27,1
1,1,1,0.317,-5.3,4,3,27,1
1,1,1,0.314,-4.9,5,3,27,1
1,2,2,0.372,-5.1,6,3,27,1
2,2,3,0.528,-5.8,7,3,27,1
2,3,3,0.665,-2.1,8,3,27,1
2,3,4,0.76,-2.7,9,3,27,1
3,4,6,0.845,-2.6,10,3,27,1
3,5,6,0.884,-1.5,11,3,27,1
3,5,6,0.879,0.7,12,3,27,1
3,5,6,0.9,2.7,13,3,27,1
3,5,6,0.887,2.6,14,3,27,1
3,4,6,0.837,2.9,15,3,27,1
3,4,6,0.827,3.4,16,3,27,1
3,4,6,0.828,2.5,17,3,27,1
3,4,6,0.834,2.5,18,3,27,1
3,4,6,0.837,2.2,19,3,27,1
3,4,5,0.823,1.7,20,3,27,1
2,4,5,0.784,1.5,21,3,27,1
2,2,3,0.583,1.6,22,3,27,1
1,2,2,0.399,1.7,23,3,27,1
1,1,1,0.329,1.5,24,3,27,1
1,1,1,0.322,1.5,1,4,28,1
1,1,1,0.321,1.5,2,4,28,1
1,1,1,0.329,1.9,3,4,28,1
1,1,1,0.32,1.7,4,4,28,1
1,1,1,0.318,-0.3,5,4,28,1
1,1,2,0.363,-0.6,6,4,28,1
2,2,3,0.572,-1,7,4,28,1
2,3,4,0.678,-1.3,8,4,28,1
3,4,5,0.807,-0.6,9,4,28,1
3,4,6,0.858,0.6,10,4,28,1
3,5,6,0.887,2.9,11,4,28,1
3,4,6,0.857,4.9,12,4,28,1
3,4,6,0.851,5.8,13,4,28,1
3,4,6,0.843,6.1,14,4,28,1
3,5,6,0.876,6.5,15,4,28,1
3,5,6,0.908,6.8,16,4,28,1
3,5,6,0.885,6.6,17,4,28,1
3,4,6,0.87,5.9,18,4,28,1
3,4,6,0.842,3.9,19,4,28,1
3,4,6,0.833,3.2,20,4,28,1
2,4,5,0.787,3.3,21,4,28,1
2,2,3,0.597,3.4,22,4,28,1
1,2,2,0.426,4.1,23,4,28,1
1,2,2,0.368,3.7,24,4,28,1
1,1,2,0.358,3.3,1,5,29,1
1,1,2,0.355,3.2,2,5,29,1
1,1,2,0.337,2.8,3,5,29,1
1,1,2,0.345,3.5,4,5,29,1
1,1,2,0.345,3.3,5,5,29,1
1,2,2,0.415,3.2,6,5,29,1
2,2,3,0.588,2.1,7,5,29,1
2,3,4,0.684,1.4,8,5,29,1
3,4,6,0.836,1,9,5,29,1
3,4,6,0.873,2.2,10,5,29,1
3,5,6,0.909,5.5,11,5,29,1
3,5,6,0.886,6.7,12,5,29,1
3,5,6,0.902,7.8,13,5,29,1
3,5,6,0.905,9,14,5,29,1
3,5,6,0.889,8.4,15,5,29,1
3,4,6,0.864,8.2,16,5,29,1
3,4,6,0.849,7.5,17,5,29,1
3,5,6,0.888,6.3,18,5,29,1
3,4,6,0.84,5.2,19,5,29,1
3,4,5,0.823,4.8,20,5,29,1
2,4,5,0.805,4.4,21,5,29,1
2,2,3,0.628,4.2,22,5,29,1
1,2,2,0.419,3.4,23,5,29,1
1,1,2,0.352,3.6,24,5,29,1
1,1,2,0.355,1.9,1,6,30,1
1,1,2,0.353,0.9,2,6,30,1
1,1,2,0.358,0.8,3,6,30,1
1,1,2,0.352,-0.4,4,6,30,1
1,1,2,0.347,2.2,5,6,30,1
1,2,2,0.398,0.8,6,6,30,1
2,2,3,0.597,0.1,7,6,30,1
2,3,3,0.665,0,8,6,30,1
3,4,5,0.82,-0.2,9,6,30,1
3,5,6,0.903,-0.4,10,6,30,1
3,5,6,0.889,0.5,11,6,30,1
3,5,6,0.932,1.1,12,6,30,1
3,5,6,0.918,1.6,13,6,30,1
3,5,6,0.923,2.2,14,6,30,1
3,5,7,0.952,2.3,15,6,30,1
3,5,6,0.91,1.7,16,6,30,1
3,5,6,0.882,1.6,17,6,30,1
3,5,6,0.898,1,18,6,30,1
3,4,6,0.84,0.8,19,6,30,1
3,4,5,0.815,0.2,20,6,30,1
2,4,5,0.786,-0.1,21,6,30,1
2,2,3,0.582,-0.5,22,6,30,1
1,2,2,0.412,-0.6,23,6,30,1
1,1,2,0.34,-0.7,24,6,30,1
1,1,1,0.331,-1,1,7,31,1
1,1,1,0.323,-1,2,7,31,1
1,1,1,0.319,-1.1,3,7,31,1
1,1,1,0.32,-0.7,4,7,31,1
1,1,1,0.312,-0.6,5,7,31,1
1,1,1,0.322,-0.7,6,7,31,1
2,2,3,0.564,-0.9,7,7,31,1
2,2,3,0.611,-0.9,8,7,31,1
3,4,6,0.842,-0.9,9,7,31,1
3,5,6,0.927,-0.1,10,7,31,1
3,5,6,0.906,0.9,11,7,31,1
3,5,6,0.874,1.7,12,7,31,1
3,4,6,0.851,3,13,7,31,1
3,4,6,0.855,3.1,14,7,31,1
3,4,6,0.848,4.2,15,7,31,1
3,4,6,0.839,4.4,16,7,31,1
3,4,6,0.836,4.2,17,7,31,1
3,4,5,0.817,4.9,18,7,31,1
3,4,6,0.829,4.6,19,7,31,1
2,3,4,0.74,4.5,20,7,31,1
2,3,3,0.668,4.6,21,7,31,1
2,2,3,0.549,4.9,22,7,31,1
1,2,2,0.424,3.7,23,7,31,1
1,1,2,0.355,3.4,24,7,31,1
1,1,2,0.349,3.2,1,1,1,2
1,1,2,0.342,2.9,2,1,1,2
1,1,2,0.347,2.9,3,1,1,2
1,1,2,0.351,3.4,4,1,1,2
1,1,2,0.346,3.1,5,1,1,2
1,1,2,0.361,3,6,1,1,2
1,2,3,0.515,2.9,7,1,1,2
2,2,3,0.619,2.7,8,1,1,2
2,3,5,0.78,0.3,9,1,1,2
3,4,5,0.809,1,10,1,1,2
3,4,5,0.81,3.5,11,1,1,2
3,4,5,0.814,4.1,12,1,1,2
3,4,5,0.817,4.8,13,1,1,2
2,4,5,0.795,5.8,14,1,1,2
2,4,5,0.798,7.7,15,1,1,2
2,3,4,0.769,7.9,16,1,1,2
2,4,5,0.796,8,17,1,1,2
2,3,5,0.779,9,18,1,1,2
2,3,5,0.774,5.5,19,1,1,2
2,3,4,0.764,2,20,1,1,2
2,3,4,0.758,1.4,21,1,1,2
2,2,3,0.602,2.7,22,1,1,2
1,2,2,0.394,0.5,23,1,1,2
1,1,2,0.358,1.3,24,1,1,2
1,1,2,0.354,-0.6,1,2,2,2
1,1,2,0.347,-1.3,2,2,2,2
1,1,2,0.354,-1.2,3,2,2,2
1,1,2,0.359,-1.7,4,2,2,2
1,2,2,0.415,-2.2,5,2,2,2
1,2,3,0.468,-2.4,6,2,2,2
2,2,3,0.591,-2.7,7,2,2,2
2,2,3,0.614,-2.9,8,2,2,2
2,3,5,0.775,-2,9,2,2,2
3,4,6,0.834,0.1,10,2,2,2
3,5,6,0.885,1.4,11,2,2,2
3,5,6,0.887,2.1,12,2,2,2
3,5,6,0.885,3.2,13,2,2,2
3,4,6,0.841,4.6,14,2,2,2
3,4,5,0.813,6.9,15,2,2,2
2,4,5,0.789,8.3,16,2,2,2
2,4,5,0.796,8.2,17,2,2,2
2,4,5,0.792,9,18,2,2,2
3,4,5,0.812,8.4,19,2,2,2
2,4,5,0.79,7.7,20,2,2,2
2,3,4,0.755,7.3,21,2,2,2
2,2,3,0.578,8.1,22,2,2,2
1,2,2,0.407,6.9,23,2,2,2
1,1,2,0.35,5.7,24,2,2,2
1,1,2,0.35,4.7,1,3,3,2
1,1,2,0.354,2.2,2,3,3,2
1,1,2,0.358,1.2,3,3,3,2
1,1,2,0.35,6,4,3,3,2
1,1,1,0.333,6,5,3,3,2
1,2,2,0.409,5.2,6,3,3,2
2,2,3,0.546,5.3,7,3,3,2
2,3,3,0.654,5.7,8,3,3,2
2,4,5,0.804,5.7,9,3,3,2
3,4,6,0.858,6.6,10,3,3,2
3,5,6,0.88,9.1,11,3,3,2
3,4,6,0.837,11.8,12,3,3,2
3,4,6,0.829,12.2,13,3,3,2
3,4,6,0.856,13.1,14,3,3,2
3,4,5,0.812,13.5,15,3,3,2
2,4,5,0.792,15.4,16,3,3,2
2,4,5,0.782,16.5,17,3,3,2
2,4,5,0.786,16.3,18,3,3,2
2,4,5,0.782,13,19,3,3,2
2,4,5,0.784,8.7,20,3,3,2
2,3,4,0.768,8.2,21,3,3,2
2,2,3,0.618,8.7,22,3,3,2
1,2,2,0.405,9,23,3,3,2
1,1,2,0.343,8.7,24,3,3,2
1,1,2,0.346,5.8,1,4,4,2
1,2,2,0.372,4.6,2,4,4,2
1,1,2,0.357,3.8,3,4,4,2
1,1,2,0.362,3,4,4,4,2
1,1,1,0.336,2.1,5,4,4,2
1,1,2,0.364,4.6,6,4,4,2
2,2,3,0.56,6.2,7,4,4,2
2,3,4,0.683,4.5,8,4,4,2
3,4,5,0.821,6,9,4,4,2
3,5,6,0.896,7.6,10,4,4,2
3,4,6,0.872,9.8,11,4,4,2
3,4,6,0.87,11.9,12,4,4,2
3,4,6,0.845,8.8,13,4,4,2
3,4,6,0.838,7.6,14,4,4,2
3,4,6,0.842,6.5,15,4,4,2
3,4,6,0.84,5.8,16,4,4,2
2,4,5,0.798,4.6,17,4,4,2
3,4,5,0.825,3.3,18,4,4,2
3,4,6,0.836,3,19,4,4,2
2,4,5,0.805,2.6,20,4,4,2
2,3,5,0.773,2.8,21,4,4,2
2,2,3,0.602,3.1,22,4,4,2
1,2,2,0.406,3.1,23,4,4,2
1,1,2,0.343,3.2,24,4,4,2
1,1,1,0.332,2.8,1,5,5,2
1,1,1,0.329,2.7,2,5,5,2
1,1,1,0.324,2.1,3,5,5,2
1,1,1,0.333,1.4,4,5,5,2
1,1,1,0.332,1.1,5,5,5,2
1,2,2,0.389,0.7,6,5,5,2
2,2,3,0.58,0.8,7,5,5,2
2,3,4,0.71,1,8,5,5,2
3,4,6,0.833,1.2,9,5,5,2
3,5,6,0.875,1.5,10,5,5,2
3,5,6,0.918,2,11,5,5,2
3,5,6,0.932,2.9,12,5,5,2
3,5,6,0.917,4.2,13,5,5,2
3,5,6,0.882,5.3,14,5,5,2
3,4,6,0.87,6,15,5,5,2
3,4,6,0.872,6.4,16,5,5,2
3,4,6,0.854,6.6,17,5,5,2
3,4,6,0.864,6,18,5,5,2
3,4,6,0.836,4.9,19,5,5,2
3,4,5,0.819,3,20,5,5,2
2,3,5,0.773,1.6,21,5,5,2
2,2,3,0.596,0.4,22,5,5,2
1,2,2,0.41,-1,23,5,5,2
1,1,1,0.327,-0.7,24,5,5,2
1,1,1,0.317,-1.8,1,6,6,2
1,1,2,0.342,-2,2,6,6,2
1,1,1,0.322,-3,3,6,6,2
1,1,1,0.324,-3.2,4,6,6,2
1,1,1,0.327,-2.9,5,6,6,2
1,1,1,0.332,-2.1,6,6,6,2
2,2,3,0.557,-3,7,6,6,2
2,3,3,0.667,-4.1,8,6,6,2
3,4,6,0.835,-4.1,9,6,6,2
3,4,6,0.864,-1.4,10,6,6,2
3,4,6,0.872,1.7,11,6,6,2
3,5,6,0.882,3.7,12,6,6,2
3,5,6,0.879,4.6,13,6,6,2
3,5,6,0.914,4.8,14,6,6,2
3,5,6,0.883,5.6,15,6,6,2
3,5,6,0.883,5.3,16,6,6,2
3,4,6,0.872,5.6,17,6,6,2
3,4,6,0.861,5,18,6,6,2
3,4,6,0.873,3,19,6,6,2
3,4,6,0.856,-0.9,20,6,6,2
2,4,5,0.794,-2,21,6,6,2
2,2,3,0.629,-2.9,22,6,6,2
1,2,3,0.443,-3.8,23,6,6,2
1,2,2,0.367,-4,24,6,6,2
1,1,2,0.36,-5,1,7,7,2
1,1,2,0.357,-5.4,2,7,7,2
1,1,2,0.353,-5.8,3,7,7,2
1,1,2,0.351,-6,4,7,7,2
1,1,2,0.359,-6.6,5,7,7,2
1,2,2,0.402,-6.9,6,7,7,2
2,2,3,0.545,-7.3,7,7,7,2
2,2,3,0.632,-7.2,8,7,7,2
3,5,6,0.879,-7,9,7,7,2
3,4,6,0.853,-2.1,10,7,7,2
3,4,6,0.831,1.6,11,7,7,2
3,5,6,0.882,3.9,12,7,7,2
3,4,6,0.863,5.7,13,7,7,2
3,5,6,0.879,6.9,14,7,7,2
3,5,6,0.91,7.5,15,7,7,2
3,5,6,0.887,7.8,16,7,7,2
3,4,6,0.834,7.7,17,7,7,2
3,4,6,0.868,6.9,18,7,7,2
3,4,5,0.812,4.9,19,7,7,2
2,3,4,0.725,0.8,20,7,7,2
2,3,3,0.647,0,21,7,7,2
2,2,3,0.553,-0.4,22,7,7,2
1,2,2,0.395,-1.6,23,7,7,2
1,1,1,0.318,-3,24,7,7,2
1,1,1,0.308,-3.4,1,1,8,2
1,1,1,0.306,-4.8,2,1,8,2
1,1,1,0.307,-4.2,3,1,8,2
1,1,1,0.299,-3.5,4,1,8,2
1,1,1,0.302,-4.7,5,1,8,2
1,1,2,0.349,-5.3,6,1,8,2
2,2,3,0.585,-5.6,7,1,8,2
2,3,3,0.658,-5.6,8,1,8,2
2,3,5,0.774,-5.1,9,1,8,2
2,4,5,0.804,-2.9,10,1,8,2
3,4,6,0.858,0.3,11,1,8,2
3,4,6,0.866,2.5,12,1,8,2
3,4,6,0.835,4.9,13,1,8,2
3,4,6,0.836,6.1,14,1,8,2
3,4,6,0.846,8.3,15,1,8,2
3,4,6,0.856,8.8,16,1,8,2
3,4,6,0.861,8.5,17,1,8,2
3,4,6,0.868,7.5,18,1,8,2
3,4,6,0.849,5.6,19,1,8,2
3,4,5,0.822,2.9,20,1,8,2
2,4,5,0.792,-0.4,21,1,8,2
2,2,3,0.611,-1.5,22,1,8,2
1,2,2,0.409,-2.3,23,1,8,2
1,1,2,0.355,-2.7,24,1,8,2
1,1,1,0.329,-3,1,2,9,2
1,1,1,0.334,-3.8,2,2,9,2
1,1,1,0.328,-4,3,2,9,2
1,1,1,0.332,-5,4,2,9,2
1,1,1,0.331,-4.9,5,2,9,2
1,2,2,0.396,-5.1,6,2,9,2
2,2,3,0.588,-4.3,7,2,9,2
2,3,3,0.665,-3.6,8,2,9,2
2,3,4,0.768,-3.7,9,2,9,2
3,4,6,0.844,-2.2,10,2,9,2
3,4,6,0.855,2.3,11,2,9,2
3,4,6,0.859,5.8,12,2,9,2
3,5,6,0.88,7.9,13,2,9,2
3,4,6,0.83,9.9,14,2,9,2
2,4,5,0.79,11,15,2,9,2
3,4,5,0.812,12.5,16,2,9,2
3,4,5,0.819,12.2,17,2,9,2
3,4,5,0.824,11.7,18,2,9,2
2,4,5,0.801,9.7,19,2,9,2
2,3,5,0.78,5.6,20,2,9,2
2,3,4,0.76,5.7,21,2,9,2
2,2,3,0.598,2,22,2,9,2
1,2,2,0.403,0.9,23,2,9,2
1,1,2,0.346,0.2,24,2,9,2
1,1,1,0.335,-0.6,1,3,10,2
1,1,2,0.351,-1.2,2,3,10,2
1,1,2,0.345,-1.2,3,3,10,2
1,1,2,0.342,-1.7,4,3,10,2
1,1,1,0.328,-2,5,3,10,2
1,2,2,0.417,-2.3,6,3,10,2
2,2,3,0.594,-2.1,7,3,10,2
2,3,4,0.686,-1.5,8,3,10,2
2,3,5,0.773,0.1,9,3,10,2
3,4,6,0.838,1,10,3,10,2
3,4,6,0.868,3.4,11,3,10,2
3,5,6,0.884,5.2,12,3,10,2
3,4,6,0.86,5.6,13,3,10,2
3,4,6,0.853,6.8,14,3,10,2
3,4,6,0.854,8.5,15,3,10,2
3,4,6,0.852,10,16,3,10,2
3,4,5,0.812,10.6,17,3,10,2
3,4,6,0.835,10.5,18,3,10,2
3,4,5,0.823,9.6,19,3,10,2
2,4,5,0.798,8.5,20,3,10,2
2,3,4,0.756,7.5,21,3,10,2
2,2,3,0.628,9.6,22,3,10,2
1,2,3,0.443,12.1,23,3,10,2
1,1,2,0.359,10.9,24,3,10,2
1,1,2,0.351,9.8,1,4,11,2
1,2,2,0.368,9.3,2,4,11,2
1,1,2,0.348,7.1,3,4,11,2
1,2,2,0.366,6.6,4,4,11,2
1,1,2,0.343,6.4,5,4,11,2
1,2,2,0.411,5.6,6,4,11,2
2,2,3,0.549,5.2,7,4,11,2
2,3,3,0.662,4.7,8,4,11,2
2,3,4,0.769,3.5,9,4,11,2
3,4,6,0.832,4.3,10,4,11,2
3,4,6,0.846,5.8,11,4,11,2
3,4,6,0.845,8.1,12,4,11,2
3,4,6,0.87,9.4,13,4,11,2
3,4,6,0.857,10.7,14,4,11,2
3,4,5,0.812,10.9,15,4,11,2
3,4,5,0.818,11.1,16,4,11,2
3,4,5,0.81,10.7,17,4,11,2
3,4,5,0.816,10.2,18,4,11,2
2,4,5,0.804,8.3,19,4,11,2
2,3,5,0.776,6.6,20,4,11,2
2,3,4,0.762,5.9,21,4,11,2
2,3,3,0.635,5.5,22,4,11,2
1,2,2,0.426,4.8,23,4,11,2
1,1,2,0.359,4.2,24,4,11,2
1,1,2,0.359,2.8,1,5,12,2
1,1,2,0.343,2.5,2,5,12,2
1,1,2,0.337,2.8,3,5,12,2
1,1,2,0.346,3,4,5,12,2
1,1,2,0.345,4.3,5,5,12,2
1,2,2,0.401,2.9,6,5,12,2
2,3,3,0.641,3.4,7,5,12,2
2,3,4,0.685,3.2,8,5,12,2
2,4,5,0.785,2.8,9,5,12,2
3,4,6,0.862,4.5,10,5,12,2
3,5,6,0.878,5.1,11,5,12,2
3,5,6,0.888,6.2,12,5,12,2
3,5,6,0.897,7.4,13,5,12,2
3,4,6,0.872,8.1,14,5,12,2
3,4,6,0.844,9.2,15,5,12,2
3,4,6,0.83,9.4,16,5,12,2
3,4,6,0.854,9,17,5,12,2
3,4,6,0.859,9.5,18,5,12,2
3,4,6,0.857,7.4,19,5,12,2
3,4,5,0.819,6.3,20,5,12,2
2,3,5,0.781,6.3,21,5,12,2
2,2,3,0.603,5.3,22,5,12,2
1,2,2,0.408,3.6,23,5,12,2
1,1,2,0.339,3.7,24,5,12,2
1,1,2,0.347,3.3,1,6,13,2
1,1,2,0.344,3.3,2,6,13,2
1,1,1,0.335,3.1,3,6,13,2
1,1,2,0.342,3.1,4,6,13,2
1,1,2,0.343,3.1,5,6,13,2
1,2,2,0.405,3,6,6,13,2
2,2,3,0.581,3.2,7,6,13,2
2,3,4,0.702,3.2,8,6,13,2
2,4,5,0.789,3.6,9,6,13,2
3,4,6,0.851,3.8,10,6,13,2
3,5,6,0.881,4.3,11,6,13,2
3,5,6,0.892,4.7,12,6,13,2
3,5,6,0.876,5.1,13,6,13,2
3,5,6,0.915,5.6,14,6,13,2
3,5,6,0.896,6.1,15,6,13,2
3,4,6,0.851,6.5,16,6,13,2
3,5,6,0.883,7,17,6,13,2
3,4,6,0.85,6.6,18,6,13,2
3,4,5,0.822,6.3,19,6,13,2
2,4,5,0.804,6.2,20,6,13,2
2,3,5,0.779,6.1,21,6,13,2
2,2,3,0.601,5.9,22,6,13,2
1,2,2,0.407,5.1,23,6,13,2
1,1,2,0.36,5.2,24,6,13,2
1,1,2,0.343,5.2,1,7,14,2
1,1,2,0.352,4.9,2,7,14,2
1,1,1,0.327,4.6,3,7,14,2
1,1,1,0.323,3.8,4,7,14,2
1,1,1,0.325,3.2,5,7,14,2
1,2,2,0.389,3.3,6,7,14,2
1,2,3,0.502,2.6,7,7,14,2
2,3,3,0.644,2,8,7,14,2
2,4,5,0.805,2.2,9,7,14,2
3,5,6,0.902,2.4,10,7,14,2
3,5,6,0.878,2.7,11,7,14,2
3,5,6,0.884,5.5,12,7,14,2
3,4,6,0.842,8.8,13,7,14,2
3,4,6,0.843,11.2,14,7,14,2
3,5,6,0.874,13.2,15,7,14,2
3,4,6,0.844,14.6,16,7,14,2
3,4,5,0.826,15,17,7,14,2
3,4,6,0.842,14.9,18,7,14,2
3,4,5,0.812,12,19,7,14,2
2,3,4,0.721,6.2,20,7,14,2
2,3,3,0.653,5.7,21,7,14,2
2,2,3,0.567,5.9,22,7,14,2
1,2,2,0.411,5.3,23,7,14,2
1,1,2,0.363,4.4,24,7,14,2
1,1,2,0.342,6.3,1,1,15,2
1,1,2,0.351,7.1,2,1,15,2
1,1,2,0.344,7.2,3,1,15,2
1,1,2,0.345,5.7,4,1,15,2
1,1,1,0.336,4.3,5,1,15,2
1,2,2,0.422,2.6,6,1,15,2
2,2,3,0.606,5.6,7,1,15,2
2,3,3,0.647,6.2,8,1,15,2
2,3,4,0.76,5.4,9,1,15,2
3,4,5,0.813,7.6,10,1,15,2
3,4,6,0.834,10.9,11,1,15,2
3,4,6,0.849,13.8,12,1,15,2
3,4,6,0.863,16.3,13,1,15,2
3,4,6,0.866,18.3,14,1,15,2
2,4,5,0.806,19.7,15,1,15,2
2,4,5,0.785,20,16,1,15,2
2,3,5,0.778,21.1,17,1,15,2
2,4,5,0.793,20.8,18,1,15,2
2,3,5,0.778,18.8,19,1,15,2
2,3,4,0.759,15.9,20,1,15,2
2,3,4,0.726,11.1,21,1,15,2
2,2,3,0.581,10,22,1,15,2
1,2,2,0.417,8.5,23,1,15,2
1,2,2,0.373,14,24,1,15,2
1,2,2,0.366,12.6,1,2,16,2
1,2,2,0.386,10.5,2,2,16,2
1,2,2,0.374,10.4,3,2,16,2
1,1,2,0.357,8.8,4,2,16,2
1,1,2,0.357,7.7,5,2,16,2
1,2,3,0.44,9.3,6,2,16,2
2,2,3,0.555,9.7,7,2,16,2
2,3,3,0.651,8.7,8,2,16,2
2,3,4,0.744,7.1,9,2,16,2
2,4,5,0.802,10.7,10,2,16,2
2,4,5,0.801,15.1,11,2,16,2
2,3,5,0.781,16.8,12,2,16,2
3,4,5,0.809,17.3,13,2,16,2
2,4,5,0.794,19.3,14,2,16,2
3,4,5,0.807,20.3,15,2,16,2
3,4,5,0.811,23.2,16,2,16,2
2,3,5,0.777,23.6,17,2,16,2
2,3,5,0.771,23.2,18,2,16,2
2,3,4,0.746,18.7,19,2,16,2
2,3,4,0.716,13.1,20,2,16,2
2,3,4,0.702,13.4,21,2,16,2
2,2,3,0.584,12.3,22,2,16,2
1,2,2,0.406,11.4,23,2,16,2
1,1,1,0.333,10.6,24,2,16,2
1,1,1,0.321,10,1,3,17,2
1,1,1,0.329,9.4,2,3,17,2
1,1,2,0.341,9.2,3,3,17,2
1,1,1,0.322,9.2,4,3,17,2
1,1,1,0.307,8.7,5,3,17,2
1,1,2,0.365,8.3,6,3,17,2
2,2,3,0.554,8,7,3,17,2
2,3,3,0.663,7.8,8,3,17,2
2,3,4,0.767,7.6,9,3,17,2
3,4,6,0.848,7.9,10,3,17,2
3,5,6,0.88,8.2,11,3,17,2
3,4,6,0.862,9,12,3,17,2
3,4,6,0.861,9.2,13,3,17,2
3,4,6,0.838,9.3,14,3,17,2
3,4,6,0.848,9.7,15,3,17,2
3,4,6,0.838,10.9,16,3,17,2
2,4,5,0.787,10.4,17,3,17,2
3,4,5,0.819,10.6,18,3,17,2
3,4,5,0.826,9.6,19,3,17,2
2,3,5,0.775,8.7,20,3,17,2
2,3,4,0.745,8.3,21,3,17,2
2,2,3,0.584,7.5,22,3,17,2
1,2,2,0.387,6.9,23,3,17,2
1,1,1,0.321,6.1,24,3,17,2
1,1,1,0.323,5.1,1,4,18,2
1,1,1,0.324,5.2,2,4,18,2
1,1,2,0.337,5,3,4,18,2
1,1,1,0.322,5,4,4,18,2
1,1,1,0.309,5.2,5,4,18,2
1,2,2,0.383,5.1,6,4,18,2
2,2,3,0.574,4.9,7,4,18,2
2,3,3,0.645,4.9,8,4,18,2
3,4,6,0.83,4.6,9,4,18,2
3,4,6,0.832,4.7,10,4,18,2
3,4,6,0.844,4.6,11,4,18,2
3,4,5,0.815,4.6,12,4,18,2
3,4,5,0.812,4.7,13,4,18,2
3,4,5,0.818,5,14,4,18,2
3,4,5,0.812,5.7,15,4,18,2
2,4,5,0.786,6.3,16,4,18,2
2,4,5,0.805,6.7,17,4,18,2
3,4,5,0.814,6.6,18,4,18,2
3,4,5,0.814,7.1,19,4,18,2
2,3,4,0.749,6.7,20,4,18,2
2,3,4,0.736,6.1,21,4,18,2
2,2,3,0.592,5.8,22,4,18,2
1,2,2,0.389,5.4,23,4,18,2
1,1,1,0.321,5.2,24,4,18,2
1,1,1,0.313,5.1,1,5,19,2
1,1,1,0.306,4.6,2,5,19,2
1,1,1,0.307,4.3,3,5,19,2
1,1,1,0.316,4.1,4,5,19,2
1,1,1,0.296,3.9,5,5,19,2
1,1,2,0.362,3.7,6,5,19,2
2,2,3,0.582,3.6,7,5,19,2
2,3,3,0.635,3.2,8,5,19,2
3,4,5,0.815,3.1,9,5,19,2
3,4,6,0.864,3.2,10,5,19,2
3,4,6,0.836,3.9,11,5,19,2
3,4,6,0.842,4.1,12,5,19,2
3,4,6,0.837,4.5,13,5,19,2
3,5,6,0.882,5.5,14,5,19,2
3,4,6,0.867,6.2,15,5,19,2
3,4,6,0.867,6.1,16,5,19,2
3,4,6,0.834,5.5,17,5,19,2
3,4,5,0.822,5.1,18,5,19,2
3,4,6,0.847,4.9,19,5,19,2
2,4,5,0.804,4.5,20,5,19,2
2,3,4,0.757,4.1,21,5,19,2
2,2,3,0.596,2.5,22,5,19,2
1,2,2,0.394,3.9,23,5,19,2
1,1,1,0.323,3.5,24,5,19,2
1,1,1,0.32,3.3,1,6,20,2
1,1,1,0.324,2.1,2,6,20,2
1,1,1,0.311,1.4,3,6,20,2
1,1,1,0.329,2.1,4,6,20,2
1,1,1,0.308,1.6,5,6,20,2
1,2,2,0.376,0.9,6,6,20,2
2,2,3,0.561,1.2,7,6,20,2
2,3,3,0.656,2.2,8,6,20,2
2,3,4,0.767,2.7,9,6,20,2
3,5,6,0.877,3.2,10,6,20,2
3,4,6,0.861,3.5,11,6,20,2
3,5,6,0.89,4.4,12,6,20,2
3,5,6,0.893,5.4,13,6,20,2
3,5,6,0.883,7.2,14,6,20,2
3,4,6,0.869,7.1,15,6,20,2
3,4,6,0.863,7.2,16,6,20,2
3,4,5,0.816,7.3,17,6,20,2
3,4,6,0.842,7.3,18,6,20,2
3,4,5,0.817,6.9,19,6,20,2
2,4,5,0.789,5.7,20,6,20,2
2,3,4,0.749,2.8,21,6,20,2
2,2,3,0.598,0.7,22,6,20,2
1,2,2,0.371,-0.7,23,6,20,2
1,1,1,0.283,-1,24,6,20,2
1,1,1,0.278,-1.4,1,7,21,2
1,1,1,0.3,-0.4,2,7,21,2
1,1,1,0.281,0.2,3,7,21,2
1,1,1,0.278,0.5,4,7,21,2
1,1,1,0.278,1,5,7,21,2
1,1,1,0.325,2.3,6,7,21,2
2,2,3,0.533,1.9,7,7,21,2
2,2,3,0.623,1.3,8,7,21,2
2,4,5,0.798,2,9,7,21,2
3,4,6,0.828,3,10,7,21,2
3,4,6,0.854,3.8,11,7,21,2
3,4,6,0.849,4.9,12,7,21,2
3,4,6,0.828,5.4,13,7,21,2
3,4,6,0.852,6.2,14,7,21,2
3,4,5,0.826,7,15,7,21,2
2,3,5,0.779,8.6,16,7,21,2
3,4,5,0.817,9.4,17,7,21,2
2,4,5,0.789,8.7,18,7,21,2
2,3,5,0.771,8.1,19,7,21,2
2,3,4,0.692,6.5,20,7,21,2
2,2,3,0.618,6.6,21,7,21,2
2,2,3,0.559,4.4,22,7,21,2
1,2,2,0.41,4.9,23,7,21,2
1,1,1,0.321,5.1,24,7,21,2
1,1,1,0.31,5.5,1,1,22,2
1,1,1,0.311,5.6,2,1,22,2
1,1,1,0.314,5.6,3,1,22,2
1,1,1,0.32,5.4,4,1,22,2
1,1,1,0.328,4.9,5,1,22,2
1,2,2,0.385,4.1,6,1,22,2
